id,cp,ville,adresse,lat,lon,dist_km,pop
69390007,69390,VOURLES,RN 86 - LES SEPT CHEMINS,45.65712,4.7515,13.56,R
69330001,69330,MEYZIEU,Rue de la République,45.765,5.012,13.68,R
69390005,69390,Vernaison,641 route de Givors,45.642,4.81,13.71,R
69510004,69510,Messimy,104 ROUTE DES MONTS DU LYONNAIS,45.697,4.685,13.87,R
69380007,69380,LISSIEU,Chemin de Montluzin,45.874,4.748,13.99,R
1390011,01390,MIONNAY,AIRE DE MIONNAY OUEST,45.88551,4.89362,14.24,A
1390008,01390,MIONNAY,AIRE DE MIONNAY OUEST SAINT GALMIER,45.88588,4.89373,14.28,A
1390004,01390,MIONNAY,AIRE DE MIONNAY OUEST GALMIER A46,45.88647,4.89471,14.36,A
69730002,69730,GENAY,Rue Ampère,45.893,4.822,14.38,R
1700004,01700,BEYNOST,ZAC des Baterses,45.826,4.999,14.42,A
69380004,69380,CIVRIEUX-D'AZERGUES,473 Route de la Vallée,45.856,4.704,14.45,R
69360015,69360,Saint-Symphorien-d'Ozon,ROUTE DE CORBAS CD 148,45.636,4.869,14.47,R
69970001,69970,CHAPONNAY,"85, Avenue de Chaponnay - Parc d'activité de la vallée de l'Ozon",45.65,4.927,14.52,R
69510002,69510,MESSIMY,Route des Monts du Lyonnais,45.69128,4.67995,14.54,R
69210006,69210,Lentilly,RN7,45.82494,4.66899,14.59,R
69210009,69210,LENTILLY,RN 7 LE GRAND CHEMIN,45.825,4.669,14.6,R
1390009,01390,MIONNAY,AIRE DE MIONNAY EST CHATANAYAUTOROUTE A 46,45.889,4.894,14.62,A
69360009,69360,SAINT-SYMPHORIEN-D'OZON,Avenue du 8 Mai 1945,45.632,4.84795,14.71,R
69360018,69360,SEREZIN DU RHONE,A7 AIRE DE SEREZIN DU RHONE,45.631,4.819,14.85,A
69360017,69360,SEREZIN DU RHONE,A7 AIRE DE SEREZIN DU RHONE,45.63064,4.8189,14.89,A
