id,ville,cp,adresse,dist_km,lat,lon,Gazole,SP95,SP98,E10,E85,GPLc,maj
94340008,JOINVILLE LE PONT,94340,17/19 BD DE L'EUROPE,8.9,48.814,2.466,2.589,,2.359,2.189,1.199,,2026-09-17 11:34:13
94000004,Créteil,94000,22 Avenue Pierre Brossolette,8.96,48.791,2.462,2.454,,2.262,2.182,0.932,,2026-09-19 07:31:00
92200006,NEUILLY,92200,31 AVENUE DU ROULE,8.98,48.882,2.28,2.859,,2.669,,,,2026-09-18 14:34:43
94012001,Créteil,94000,119 Avenue du Général de Gaulle,9.02,48.78187,2.45789,2.454,2.210,2.280,2.199,,,2026-09-18 07:42:11
75017019,PARIS,75017,3-5 AVENUE DE LA PORTE D'ASNIERES,9.09,48.89045,2.30332,2.200,2.150,2.180,1.880,,,2026-03-31 11:41:10
94310002,Orly,94310,8 Place Gaston Viens,9.1,48.743,2.408,2.339,2.179,2.229,2.139,,,2026-09-18 07:10:14
92160006,ANTONY,92160,100 AV DU PRESIDENT KENNEDY,9.12,48.738,2.295,2.250,,1.990,1.990,,,2026-09-20 00:01:00
94000006,Créteil,94000,69 Avenue Pierre Brossolette,9.13,48.79,2.464,2.589,2.415,2.515,,,,2026-09-18 06:53:42
75017017,PARIS,75017,190 AVENUE DE CLICHY,9.16,48.89345,2.3154,2.250,,1.990,1.990,,,2026-09-20 00:01:00
93260007,LES LILAS,93260,238 RUE DE PARIS,9.17,48.88021,2.41759,2.250,,1.990,1.990,0.909,,2026-09-20 00:01:00
94542003,ORLY,94542,"SARL Jaby, ORLY Ouest 453",9.18,48.732,2.366,2.499,,2.399,2.349,0.899,1.269,2026-09-18 22:00:00
75019016,PARIS,75019,234 RUE DE CRIMEE,9.21,48.894,2.373,2.250,,,1.990,,,2026-09-20 00:01:00
92190003,MEUDON,92190,97 TER ROUTE DU PAVE DES GARDES,9.34,48.8132,2.2169,2.250,,,1.990,,,2026-09-20 00:01:00
92300004,PARIS,75017,2/10 BLD FORT DE VAUX,9.39,48.893,2.302,2.388,,2.263,2.191,0.887,,2026-09-18 11:07:07
92200005,Neuilly-sur-Seine,92200,RUE ACHILE PERETTI - TOTAL,9.42,48.88361,2.27252,2.250,,1.990,1.990,,,2026-09-20 00:01:00
75018013,PARIS,75018,30 AV PTE CLIGNANCOURT,9.64,48.9,2.344,2.250,,,1.990,,,2026-09-20 00:01:00
75018014,PARIS,75018,32 AVENUE DE LA PORTE DE ST OUEN,9.65,48.89953,2.32987,2.250,,1.990,1.990,0.889,,2026-09-20 00:01:00
78140009,VELIZY-VILLACOUBLAY,78140,AIRE DU VAL DE GRACE,9.76,48.7711,2.22755,2.727,,2.635,2.485,,,2026-09-19 09:30:00
93100011,Montreuil,93100,16 Boulevard Aristide Briand,9.79,48.869,2.448,2.529,,2.469,2.289,,,2026-09-17 12:17:23
92110011,CLICHY,92110,10 BLD DU GENERAL LECLERC,9.85,48.9,2.317,2.250,,1.990,,,,2026-09-20 00:01:00
75019014,Paris,75019,BLD DU PERIPHERIQUE INTERIEUR,9.87,48.9,2.373,,,1.990,1.990,0.899,0.999,2026-09-20 00:01:00
94120005,Fontenay-sous-Bois,94120,236 Avenue de la République,9.94,48.853,2.466,2.498,,2.498,2.399,1.099,,2026-09-18 06:44:19
75019013,Paris,75019,BLD DU PERIPHERIQUE EXTERIEUR,9.98,48.90077,2.37475,,,1.990,1.990,0.899,,2026-09-20 00:01:00
92210009,Saint-Cloud,92210,65 QUAI MARCEL DASSAULT,10.02,48.855,2.223,2.250,,1.990,1.990,0.919,0.969,2026-09-20 00:01:00
93230005,ROMAINVILLE,93230,22 AVENUE LENINE,10.05,48.884,2.43,2.250,,,,,,2026-09-20 00:01:00
78140001,VéLIZY-VILLACOUBLAY,78140,4 Rue Dewoitine,10.06,48.783,2.215,2.405,,2.284,2.195,0.919,1.055,2026-09-19 09:20:02
92300014,Levallois-Perret,92300,"106, rue du président wilson",10.11,48.896,2.287,2.559,,2.579,2.399,,,2026-09-18 13:49:18
94100011,Saint-Maur-des-Fossés,94100,57 BD DE CRETEIL,10.15,48.798,2.481,2.579,,2.529,2.349,,,2026-09-17 12:17:53
94190002,Villeneuve-Saint-Georges,94190,20 Rue Winston Churchill,10.17,48.754,2.45,2.463,,2.288,2.208,,,2026-09-18 11:21:00
92300013,Levallois-Perret,92300,162 RUE VICTOR HUGO,10.22,48.899,2.294,2.519,,,2.299,,,2026-09-18 13:49:33
93100017,MONTREUIL,93100,"151, RUE NOUVELLE France",10.35,48.863,2.464,2.529,,2.449,2.269,,,2026-09-18 14:35:50
92800007,PUTEAUX,92800,Quai de Dion-Bouton,10.39,48.88,2.245,2.559,,,2.279,,,2026-09-18 14:37:53
92210008,SAINT-CLOUD,92210,35 Boulevard de la République,10.45,48.845,2.21,2.549,,2.469,2.299,1.219,,2026-09-17 12:22:09
92800008,PUTEAUX,92800,42 QUAI DE DION BOUTON,10.48,48.883,2.248,2.559,,2.439,2.269,,,2026-09-18 14:33:06
93400010,Saint-Ouen,93400,56-74 AVENUE MICHELET,10.53,48.908,2.344,2.250,,1.990,1.990,,,2026-09-20 00:01:00
94460001,Valenton,94460,44 rue Sablonnière,10.77,48.74926,2.45465,2.470,,2.338,2.272,,,2026-09-19 15:49:40
91300007,Massy,91300,Avenue de l'Europe,10.79,48.726,2.28,2.445,2.201,2.252,2.151,,,2026-09-18 10:44:58
93500008,PANTIN,93500,130-132 AVENUE DU GENERAL LECLERC,10.8,48.9,2.411,2.250,,1.990,1.990,,,2026-09-20 00:01:00
92150006,SURESNES,92150,131 BOULEVARD HENRI SELLIER,10.83,48.865,2.219,2.250,,,1.990,,,2026-09-20 00:01:00
92150008,Suresnes,92150,138 BOULEVARD HENRI SELLIER,10.85,48.862,2.216,2.519,,2.469,2.299,,,2026-09-16 11:36:00
94130003,Nogent-sur-Marne,94130,"128, BOULEVARD DE STRASBOURG",10.88,48.843,2.486,,,,1.990,,,2026-09-20 00:01:00
92110010,CLICHY,92110,143/145 BLD JEAN JAURES,10.89,48.907,2.301,2.250,,,1.990,0.899,,2026-09-20 00:01:00
92400016,COURBEVOIE,92400,41 QUAI PAUL DOUMER,10.89,48.894,2.26,2.250,,1.990,1.990,0.915,,2026-09-20 00:01:00
92210003,Saint-Cloud,92210,24 Rue Pasteur,10.9,48.842,2.202,2.421,,2.342,2.201,,,2026-09-19 07:31:00
94190007,Villeneuve-Saint-Georges,94190,232 RUE DE PARIS,10.92,48.74205,2.44691,2.250,,1.990,,,,2026-09-18 07:44:26
92400013,Courbevoie,92400,82 Quai du Maréchal Joffre,10.99,48.902,2.278,2.519,,2.409,2.279,,,2026-09-17 12:18:43
94500014,Champigny-sur-Marne,94500,97 AVENUE GENERAL DE GAULLE,11.01,48.823,2.494,2.539,,2.469,2.299,1.209,1.089,2026-09-18 14:33:33
93210003,La plaine-saint-denis,93210,207-213 AVENUE DU PDT WILSON,11.02,48.912,2.358,2.250,,,1.990,,,2026-09-20 00:01:00
94100005,SAINT-MAUR-DES-FOSSéS,94100,"57, Rue Delerue",11.05,48.79624,2.49299,2.458,,2.314,2.203,,,2026-09-19 06:50:42
93300008,AUBERVILLIERS,93300,55 Rue de la Commune de Paris,11.06,48.91,2.38,2.436,2.245,2.311,2.189,,,2026-09-19 13:31:57
93300009,AUBERVILLIERS,93300,62-64 AVENUE DE LA REPUBLIQUE,11.07,48.909,2.386,2.250,,1.990,1.990,0.894,,2026-09-20 00:01:00
94500011,CHAMPIGNY SUR MARNE,94500,114 AV. DU GENERAL DE GAULLE,11.08,48.823,2.495,2.250,,,1.990,,,2026-09-20 00:01:00
93130007,Noisy-le-Sec,93130,Rue de la Chasse,11.09,48.88,2.457,2.599,1.849,2.549,2.369,,1.369,2026-09-18 13:50:45
92380007,GARCHES,92380,173 179 RUE DE LA PORTE JAUNE,11.1,48.851,2.204,2.529,,2.469,2.289,,,2026-09-17 12:19:24
93100014,MONTREUIL,93100,48-54 BOULEVARD THEOPHILE SUEUR,11.11,48.86885,2.47055,2.250,,,1.990,0.904,,2026-09-20 00:01:00
94100013,SAINT-MAUR-DES-FOSSÉS,94100,64 AVENUE FOCH,11.12,48.80058,2.49499,2.549,,2.399,2.349,0.999,,2026-09-18 14:40:55
94380002,Bonneuil-sur-Marne,94380,ROUTE DE LA POMPADOUR,11.16,48.765,2.478,2.442,,2.261,2.181,,,2026-09-18 07:31:00
94120010,Fontenay-sous-Bois,94120,RUE PT GAL DE GAULLE,11.2,48.853,2.485,2.529,,2.509,2.339,,,2026-09-17 12:20:35
93300010,Aubervilliers,93300,126 Avenue Victor Hugo,11.28,48.912,2.38,2.589,,2.539,2.339,,,2026-09-18 14:35:06
94290003,VILLENEUVE-LE-ROI,94290,32 Avenue le Foll,11.38,48.72874,2.43184,2.597,2.487,2.537,2.437,,,2026-09-19 07:55:19
92400018,COURBEVOIE,92400,53-55 RUE DE L'ALMA,11.4,48.89685,2.25419,2.250,,1.990,1.990,,,2026-09-20 06:00:00
92400020,COURBEVOIE,92400,43-47 BOULEVARD DE VERDUN,11.41,48.9,2.261,2.250,,,,,,2026-09-20 00:01:00
91200001,ATHIS-MONS,91200,180 ROUTE NATIONALE 7,11.43,48.712,2.371,2.438,2.204,2.262,2.145,0.869,,2026-09-18 13:04:00
94170004,LE PERREUX SUR MARNE,94170,44-46 Avenue de BRY,11.43,48.835,2.497,2.518,,2.417,2.362,,,2026-09-19 07:00:00
94100006,Saint-Maur-des-Fossés,94100,99/101 Avenue Foch,11.51,48.799,2.5,2.455,,2.313,2.198,,,2026-09-19 07:31:00
94380004,Bonneuil-sur-Marne,94380,AVENUE JEAN ROSTAND,11.52,48.76736,2.48537,2.250,,1.990,1.990,,,2026-09-20 00:01:00
93130009,Noisy-le-Sec,93130,20-30 RUE JULES AUFFRET,11.6,48.888,2.455,2.250,,1.990,1.990,,,2026-09-20 00:01:00
91380011,Chilly-Mazarin,91380,RUE DE LONGJUMEAU RUE AMPERE,11.66,48.713,2.298,2.539,,2.479,2.299,,,2026-09-17 12:19:48
92400017,COURBEVOIE,92400,72 BLD DE VERDUN,11.68,48.902,2.259,2.250,,1.990,1.990,0.915,0.989,2026-09-20 00:01:00
94170002,Le Perreux-sur-Marne,94170,264 Avenue du Général de Gaulle,11.79,48.851,2.495,2.449,,2.284,2.204,0.978,,2026-09-19 07:31:00
91300022,Massy,91300,VOIE EXPRESS CD 117,11.83,48.731,2.242,2.489,,2.479,2.309,1.199,1.339,2026-09-18 13:51:55
93130011,Noisy-le-Sec,93130,107 RUE DE BREMENT,11.85,48.888,2.46,2.559,,2.479,2.299,1.209,,2026-09-18 13:48:53
91300006,MASSY,91300,Route de Palaiseau,11.87,48.729,2.245,2.390,2.200,2.250,2.150,,,2026-09-18 07:41:27
94380003,BONNEUIL SUR MARNE,94380,5 AVENUE DES ROSES,11.87,48.76669,2.49011,2.349,2.179,2.229,2.139,,,2026-09-19 07:52:51
93300001,Aubervilliers,93300,43 Avenue du Président Roosevelt,11.91,48.918,2.379,2.539,,2.509,2.329,,,2026-09-18 13:49:45
